artist,song,year,popularity,genre
Kent Jones,Don't Mind,2016,63,hip hop
The Roots,The Seed (2.0),2002,63,hip hop
Ylvis,The Fox (What Does the Fox Say?),2013,63,hip hop
Lil Pump,Gucci Gang,2017,64,hip hop
JAY-Z,Young Forever,2009,65,hip hop
Eminem,Berzerk,2013,66,hip hop
Kanye West,Love Lockdown,2008,66,hip hop
Kanye West,Love Lockdown,2008,66,hip hop
Eminem,Just Lose It,2004,67,hip hop
Eminem,Like Toy Soldiers,2004,67,hip hop
Kendrick Lamar,m.A.A.d city,2012,67,hip hop
Kevin Lyttle,Turn Me On,2004,67,hip hop
Terror Squad,Lean Back,2004,67,hip hop
2Pac,Ghetto Gospel,2004,68,hip hop
Afroman,Because I Got High,2001,68,hip hop
Eminem,When I'm Gone,2005,68,hip hop
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",2005,68,hip hop
JAY-Z,Big Pimpin',1999,69,hip hop
Eminem,Crack A Bottle,2009,70,hip hop
Dr. Dre,I Need A Doctor,2011,71,hip hop
Eminem,Cleanin' Out My Closet,2002,71,hip hop
Eminem,Sing For The Moment,2002,71,hip hop
JAY-Z,03' Bonnie & Clyde,2002,71,hip hop
DaBaby,Suge,2019,72,hip hop
Eminem,River (feat. Ed Sheeran),2017,72,hip hop
Kid Cudi,Day 'N' Nite (Nightmare),2009,72,hip hop
A Boogie Wit da Hoodie,Look Back at It,2018,73,hip hop
Gorillaz,DARE,2005,73,hip hop
Kanye West,Jesus Walks,2004,73,hip hop
Kanye West,Touch The Sky,2005,73,hip hop
Kanye West,Mercy,2012,73,hip hop
21 Savage,Bank Account,2017,74,hip hop
Eminem,Shake That,2005,74,hip hop
Gorillaz,Clint Eastwood,2001,74,hip hop
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2018,75,hip hop
Eminem,The Monster,2013,75,hip hop
JAY-Z,Run This Town,2009,75,hip hop
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2013,76,hip hop
JAY-Z,Numb / Encore,2004,76,hip hop
Kanye West,Through The Wire,2004,76,hip hop
Kanye West,All Of The Lights,2010,76,hip hop
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016,76,hip hop
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016,76,hip hop
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",2004,77,hip hop
Eminem,Mockingbird,2004,77,hip hop
Kodak Black,ZEZE (feat. Travis Scott & Offset),2018,77,hip hop
Lil Peep,Save That Shit,2017,77,hip hop
Playboi Carti,Magnolia,2017,77,hip hop
Post Malone,Psycho (feat. Ty Dolla $ign),2018,77,hip hop
Sheck Wes,Mo Bamba,2018,77,hip hop
21 Savage,a lot,2018,78,hip hop
Dave,Location (feat. Burna Boy),2019,78,hip hop
Kanye West,Gold Digger,2005,78,hip hop
Lil Tecca,Ransom,2019,78,hip hop
Polo G,Pop Out (feat. Lil Tjay),2019,78,hip hop
Dr. Dre,Forgot About Dre,1999,79,hip hop
Eminem,Not Afraid,2010,79,hip hop
Lil Baby,Yes Indeed,2018,79,hip hop
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2019,79,hip hop
Post Malone,Wow.,2019,79,hip hop
XXXTENTACION,changes,2018,79,hip hop
J. Cole,MIDDLE CHILD,2019,80,hip hop
Kanye West,All Falls Down,2004,80,hip hop
Kendrick Lamar,All The Stars (with SZA),2018,80,hip hop
Kendrick Lamar,LOVE. FEAT. ZACARI.,2017,80,hip hop
Post Malone,Better Now,2018,80,hip hop
Post Malone,Better Now,2018,80,hip hop
"Tyler, The Creator",EARFQUAKE,2019,80,hip hop
Eminem,Love The Way You Lie,2010,81,hip hop
Lil Uzi Vert,XO Tour Llif3,2017,81,hip hop
Post Malone,Congratulations,2016,81,hip hop
Dr. Dre,The Next Episode,1999,82,hip hop
Gorillaz,Feel Good Inc.,2005,82,hip hop
JAY-Z,Empire State Of Mind,2009,82,hip hop
JAY-Z,Ni**as In Paris,2011,82,hip hop
Kanye West,Heartless,2008,82,hip hop
XXXTENTACION,Moonlight,2018,82,hip hop
XXXTENTACION,SAD!,2018,82,hip hop
Eminem,Stan,2000,83,hip hop
Post Malone,rockstar (feat. 21 Savage),2018,83,hip hop
XXXTENTACION,Jocelyn Flores,2017,83,hip hop
Juice WRLD,Lucid Dreams,2018,84,hip hop
Eminem,'Till I Collapse,2002,85,hip hop
Post Malone,Circles,2019,85,hip hop
Eminem,The Real Slim Shady,2000,86,hip hop
Eminem,Without Me,2002,87,hip hop
Mumford & Sons,Little Lion Man,2009,68,"Folk/Acoustic, rock, pop"
Oasis,Go Let It Out,2000,0,"Folk/Acoustic, rock"
Vanessa Carlton,A Thousand Miles,2002,75,"Folk/Acoustic, pop"
Hozier,Take Me To Church,2014,81,"Folk/Acoustic, pop"
DB Boulevard,Point Of View - Radio Edit,2018,0,Dance/Electronic
Flume,Never Be Like You,2016,0,Dance/Electronic
Storm Queen,Look Right Through - MK Vocal Edit,2014,0,Dance/Electronic
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),2010,1,Dance/Electronic
Professor Green,Read All About It,2011,39,Dance/Electronic
MNEK,Never Forget You,2015,45,Dance/Electronic
Duck Sauce,Barbra Streisand - Radio Edit,2010,46,Dance/Electronic
Chicane,Don't Give Up,2016,47,Dance/Electronic
Sidney Samson,Riverside,2009,47,Dance/Electronic
Dirty Vegas,Days Go By,2002,48,Dance/Electronic
Peking Duk,High (feat. Nicole Millar),2014,48,Dance/Electronic
Sak Noel,Loca People - Radio Edit,2011,49,Dance/Electronic
ZHU,Faded,2014,49,Dance/Electronic
Roger Sanchez,Another Chance,2000,50,Dance/Electronic
So Solid Crew,21 Seconds,2001,51,Dance/Electronic
Just Jack,Starz In Their Eyes,2006,52,Dance/Electronic
Flume,Say It,2016,53,Dance/Electronic
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,2001,54,Dance/Electronic
iio,Rapture (feat.Nadia Ali),2006,54,Dance/Electronic
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],2001,54,Dance/Electronic
99 Souls,The Girl Is Mine,2016,55,Dance/Electronic
"H ""two"" O",What's It Gonna Be (feat. Platnum),2008,55,Dance/Electronic
Banx & Ranx,Answerphone (feat. Yxng Bane),2018,56,Dance/Electronic
Madison Avenue,Don't Call Me Baby,1999,56,Dance/Electronic
Baauer,Harlem Shake,2013,57,Dance/Electronic
Pendulum,Propane Nightmares,2008,57,Dance/Electronic
Room 5,Make Luv,2003,57,Dance/Electronic
Naughty Boy,La La La,2013,58,Dance/Electronic
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,2004,59,Dance/Electronic
T2,Heartbroken - Edit,2017,59,Dance/Electronic
Chase & Status,Blind Faith,2011,60,Dance/Electronic
The Supermen Lovers,Starlight - Radio Edit,2001,61,Dance/Electronic
Plan B,She Said,2010,62,Dance/Electronic
The Chemical Brothers,Galvanize,2005,63,Dance/Electronic
The Shapeshifters,Lola's Theme - Radio Edit,2004,65,Dance/Electronic
Petit Biscuit,Sunset Lover,2015,71,Dance/Electronic
Burak Yeter,Tuesday (feat. Danelle Sandoval),2016,72,Dance/Electronic
Alex Gaudino,Destination Calabria - Radio Edit,2007,73,Dance/Electronic
Modjo,Lady - Hear Me Tonight,2001,77,Dance/Electronic
Alan Walker,Faded,2018,78,Dance/Electronic
Gesaffelstein,Lost in the Fire (feat. The Weeknd),2019,84,Dance/Electronic
Michel Teló,Ai Se Eu Te Pego - Live,2012,0,"country, latin"
Rascal Flatts,Life is a Highway,2006,0,country
Blake Shelton,Honey Bee,2011,50,country
Jason Aldean,Big Green Tractor,2009,50,country
Jason Aldean,Dirt Road Anthem,2010,53,country
Blake Shelton,Sure Be Cool If You Did,2013,56,country
Florida Georgia Line,Cruise,2012,57,country
The Band Perry,If I Die Young,2010,64,country
The Band Perry,If I Die Young,2010,64,country
Toby Keith,As Good As I Once Was,2005,67,country
Rascal Flatts,What Hurts The Most,2006,69,country
